id,u
1999,val_1999
2000,val_2000
2001,val_2001
2002,val_2002
2003,val_2003
2004,val_2004
2005,val_2005
2006,val_2006
2007,val_2007
2008,val_2008
2009,val_2009
2010,val_2010
2011,val_2011
2012,val_2012
2013,val_2013
2014,val_2014
2015,val_2015
2016,val_2016
2017,val_2017
2018,val_2018
2019,val_2019
2020,val_2020
2021,val_2021
2022,val_2022
2023,val_2023
2024,val_2024
2025,val_2025
2026,val_2026
2027,val_2027
2028,val_2028
2029,val_2029
2030,val_2030
2031,val_2031
2032,val_2032
2033,val_2033
2034,val_2034
2035,val_2035
2036,val_2036
2037,val_2037
2038,val_2038
2039,val_2039
2040,val_2040
2041,val_2041
2042,val_2042
2043,val_2043
2044,val_2044
2045,val_2045
2046,val_2046
2047,val_2047
2048,val_2048
2049,val_2049
2050,val_2050
2051,val_2051
2052,val_2052
2053,val_2053
2054,val_2054
2055,val_2055
2056,val_2056
2057,val_2057
2058,val_2058
2059,val_2059
2060,val_2060
2061,val_2061
2062,val_2062
2063,val_2063
2064,val_2064
2065,val_2065
2066,val_2066
2067,val_2067
2068,val_2068
2069,val_2069
2070,val_2070
2071,val_2071
2072,val_2072
2073,val_2073
2074,val_2074
2075,val_2075
2076,val_2076
2077,val_2077
2078,val_2078
2079,val_2079
2080,val_2080
2081,val_2081
2082,val_2082
2083,val_2083
2084,val_2084
2085,val_2085
2086,val_2086
2087,val_2087
2088,val_2088
2089,val_2089
2090,val_2090
2091,val_2091
2092,val_2092
2093,val_2093
2094,val_2094
2095,val_2095
2096,val_2096
2097,val_2097
2098,val_2098
2099,val_2099
2100,val_2100
2101,val_2101
2102,val_2102
2103,val_2103
2104,val_2104
2105,val_2105
2106,val_2106
2107,val_2107
2108,val_2108
2109,val_2109
2110,val_2110
2111,val_2111
2112,val_2112
2113,val_2113
2114,val_2114
2115,val_2115
2116,val_2116
2117,val_2117
2118,val_2118
2119,val_2119
2120,val_2120
2121,val_2121
2122,val_2122
2123,val_2123
2124,val_2124
2125,val_2125
2126,val_2126
2127,val_2127
2128,val_2128
2129,val_2129
2130,val_2130
2131,val_2131
2132,val_2132
2133,val_2133
2134,val_2134
2135,val_2135
2136,val_2136
2137,val_2137
2138,val_2138
2139,val_2139
2140,val_2140
2141,val_2141
2142,val_2142
2143,val_2143
2144,val_2144
2145,val_2145
2146,val_2146
2147,val_2147
2148,val_2148
2149,val_2149
2150,val_2150
2151,val_2151
2152,val_2152
2153,val_2153
2154,val_2154
2155,val_2155
2156,val_2156
2157,val_2157
2158,val_2158
2159,val_2159
2160,val_2160
2161,val_2161
2162,val_2162
2163,val_2163
2164,val_2164
2165,val_2165
2166,val_2166
2167,val_2167
2168,val_2168
2169,val_2169
2170,val_2170
2171,val_2171
2172,val_2172
2173,val_2173
2174,val_2174
2175,val_2175
2176,val_2176
2177,val_2177
2178,val_2178
2179,val_2179
2180,val_2180
2181,val_2181
2182,val_2182
2183,val_2183
2184,val_2184
2185,val_2185
2186,val_2186
2187,val_2187
2188,val_2188
2189,val_2189
2190,val_2190
2191,val_2191
2192,val_2192
2193,val_2193
2194,val_2194
2195,val_2195
2196,val_2196
2197,val_2197
2198,val_2198
2199,val_2199
2200,val_2200
2201,val_2201
2202,val_2202
2203,val_2203
2204,val_2204
2205,val_2205
2206,val_2206
2207,val_2207
2208,val_2208
2209,val_2209
2210,val_2210
2211,val_2211
2212,val_2212
2213,val_2213
2214,val_2214
2215,val_2215
2216,val_2216
2217,val_2217
2218,val_2218
2219,val_2219
2220,val_2220
2221,val_2221
2222,val_2222
2223,val_2223
2224,val_2224
2225,val_2225
2226,val_2226
2227,val_2227
2228,val_2228
2229,val_2229
2230,val_2230
2231,val_2231
2232,val_2232
2233,val_2233
2234,val_2234
2235,val_2235
2236,val_2236
2237,val_2237
2238,val_2238
2239,val_2239
2240,val_2240
2241,val_2241
2242,val_2242
2243,val_2243
2244,val_2244
2245,val_2245
2246,val_2246
2247,val_2247
2248,val_2248
2249,val_2249
2250,val_2250
2251,val_2251
2252,val_2252
2253,val_2253
2254,val_2254
2255,val_2255
2256,val_2256
2257,val_2257
2258,val_2258
2259,val_2259
2260,val_2260
2261,val_2261
2262,val_2262
2263,val_2263
2264,val_2264
2265,val_2265
2266,val_2266
2267,val_2267
2268,val_2268
2269,val_2269
2270,val_2270
2271,val_2271
2272,val_2272
2273,val_2273
2274,val_2274
2275,val_2275
2276,val_2276
2277,val_2277
2278,val_2278
2279,val_2279
2280,val_2280
2281,val_2281
2282,val_2282
2283,val_2283
2284,val_2284
2285,val_2285
2286,val_2286
2287,val_2287
2288,val_2288
2289,val_2289
2290,val_2290
2291,val_2291
2292,val_2292
2293,val_2293
2294,val_2294
2295,val_2295
2296,val_2296
2297,val_2297
2298,val_2298
2299,val_2299
2300,val_2300
2301,val_2301
2302,val_2302
2303,val_2303
2304,val_2304
2305,val_2305
2306,val_2306
2307,val_2307
2308,val_2308
2309,val_2309
2310,val_2310
2311,val_2311
2312,val_2312
2313,val_2313
2314,val_2314
2315,val_2315
2316,val_2316
2317,val_2317
2318,val_2318
2319,val_2319
2320,val_2320
2321,val_2321
2322,val_2322
2323,val_2323
2324,val_2324
2325,val_2325
2326,val_2326
2327,val_2327
2328,val_2328
2329,val_2329
2330,val_2330
2331,val_2331
2332,val_2332
2333,val_2333
2334,val_2334
2335,val_2335
2336,val_2336
2337,val_2337
2338,val_2338
2339,val_2339
2340,val_2340
2341,val_2341
2342,val_2342
2343,val_2343
2344,val_2344
2345,val_2345
2346,val_2346
2347,val_2347
2348,val_2348
2349,val_2349
2350,val_2350
2351,val_2351
2352,val_2352
2353,val_2353
2354,val_2354
2355,val_2355
2356,val_2356
2357,val_2357
2358,val_2358
2359,val_2359
2360,val_2360
2361,val_2361
2362,val_2362
2363,val_2363
2364,val_2364
2365,val_2365
2366,val_2366
2367,val_2367
2368,val_2368
2369,val_2369
2370,val_2370
2371,val_2371
2372,val_2372
2373,val_2373
2374,val_2374
2375,val_2375
2376,val_2376
2377,val_2377
2378,val_2378
2379,val_2379
2380,val_2380
2381,val_2381
2382,val_2382
2383,val_2383
2384,val_2384
2385,val_2385
2386,val_2386
2387,val_2387
2388,val_2388
2389,val_2389
2390,val_2390
2391,val_2391
2392,val_2392
2393,val_2393
2394,val_2394
2395,val_2395
2396,val_2396
2397,val_2397
2398,val_2398
2399,val_2399
2400,val_2400
2401,val_2401
2402,val_2402
2403,val_2403
2404,val_2404
2405,val_2405
2406,val_2406
2407,val_2407
2408,val_2408
2409,val_2409
2410,val_2410
2411,val_2411
2412,val_2412
2413,val_2413
2414,val_2414
2415,val_2415
2416,val_2416
2417,val_2417
2418,val_2418
2419,val_2419
2420,val_2420
2421,val_2421
2422,val_2422
2423,val_2423
2424,val_2424
2425,val_2425
2426,val_2426
2427,val_2427
2428,val_2428
2429,val_2429
2430,val_2430
2431,val_2431
2432,val_2432
2433,val_2433
2434,val_2434
2435,val_2435
2436,val_2436
2437,val_2437
2438,val_2438
2439,val_2439
2440,val_2440
2441,val_2441
2442,val_2442
2443,val_2443
2444,val_2444
2445,val_2445
2446,val_2446
2447,val_2447
2448,val_2448
2449,val_2449
2450,val_2450
2451,val_2451
2452,val_2452
2453,val_2453
2454,val_2454
2455,val_2455
2456,val_2456
2457,val_2457
2458,val_2458
2459,val_2459
2460,val_2460
2461,val_2461
2462,val_2462
2463,val_2463
2464,val_2464
2465,val_2465
2466,val_2466
2467,val_2467
2468,val_2468
2469,val_2469
2470,val_2470
2471,val_2471
2472,val_2472
2473,val_2473
2474,val_2474
2475,val_2475
2476,val_2476
2477,val_2477
2478,val_2478
2479,val_2479
2480,val_2480
2481,val_2481
2482,val_2482
2483,val_2483
2484,val_2484
2485,val_2485
2486,val_2486
2487,val_2487
2488,val_2488
2489,val_2489
2490,val_2490
2491,val_2491
2492,val_2492
2493,val_2493
2494,val_2494
2495,val_2495
2496,val_2496
2497,val_2497
2498,val_2498
2499,val_2499
2500,val_2500
2501,val_2501
2502,val_2502
2503,val_2503
2504,val_2504
2505,val_2505
2506,val_2506
2507,val_2507
2508,val_2508
2509,val_2509
2510,val_2510
2511,val_2511
2512,val_2512
2513,val_2513
2514,val_2514
2515,val_2515
2516,val_2516
2517,val_2517
2518,val_2518
2519,val_2519
2520,val_2520
2521,val_2521
2522,val_2522
2523,val_2523
2524,val_2524
2525,val_2525
2526,val_2526
2527,val_2527
2528,val_2528
2529,val_2529
2530,val_2530
2531,val_2531
2532,val_2532
2533,val_2533
2534,val_2534
2535,val_2535
2536,val_2536
2537,val_2537
2538,val_2538
2539,val_2539
2540,val_2540
2541,val_2541
2542,val_2542
2543,val_2543
2544,val_2544
2545,val_2545
2546,val_2546
2547,val_2547
2548,val_2548
2549,val_2549
2550,val_2550
2551,val_2551
2552,val_2552
2553,val_2553
2554,val_2554
2555,val_2555
2556,val_2556
2557,val_2557
2558,val_2558
2559,val_2559
2560,val_2560
2561,val_2561
2562,val_2562
2563,val_2563
2564,val_2564
2565,val_2565
2566,val_2566
2567,val_2567
2568,val_2568
2569,val_2569
2570,val_2570
2571,val_2571
2572,val_2572
2573,val_2573
2574,val_2574
2575,val_2575
2576,val_2576
2577,val_2577
2578,val_2578
2579,val_2579
2580,val_2580
2581,val_2581
2582,val_2582
2583,val_2583
2584,val_2584
2585,val_2585
2586,val_2586
2587,val_2587
2588,val_2588
2589,val_2589
2590,val_2590
2591,val_2591
2592,val_2592
2593,val_2593
2594,val_2594
2595,val_2595
2596,val_2596
2597,val_2597
2598,val_2598
2599,val_2599
2600,val_2600
2601,val_2601
2602,val_2602
2603,val_2603
2604,val_2604
2605,val_2605
2606,val_2606
2607,val_2607
2608,val_2608
2609,val_2609
2610,val_2610
2611,val_2611
2612,val_2612
2613,val_2613
2614,val_2614
2615,val_2615
2616,val_2616
2617,val_2617
2618,val_2618
2619,val_2619
2620,val_2620
2621,val_2621
2622,val_2622
2623,val_2623
2624,val_2624
2625,val_2625
2626,val_2626
2627,val_2627
2628,val_2628
2629,val_2629
2630,val_2630
2631,val_2631
2632,val_2632
2633,val_2633
2634,val_2634
2635,val_2635
2636,val_2636
2637,val_2637
2638,val_2638
2639,val_2639
2640,val_2640
2641,val_2641
2642,val_2642
2643,val_2643
2644,val_2644
2645,val_2645
2646,val_2646
2647,val_2647
2648,val_2648
2649,val_2649
2650,val_2650
2651,val_2651
2652,val_2652
2653,val_2653
2654,val_2654
2655,val_2655
2656,val_2656
2657,val_2657
2658,val_2658
2659,val_2659
2660,val_2660
2661,val_2661
2662,val_2662
2663,val_2663
2664,val_2664
2665,val_2665
2666,val_2666
2667,val_2667
2668,val_2668
2669,val_2669
2670,val_2670
2671,val_2671
2672,val_2672
2673,val_2673
2674,val_2674
2675,val_2675
2676,val_2676
2677,val_2677
2678,val_2678
2679,val_2679
2680,val_2680
2681,val_2681
2682,val_2682
2683,val_2683
2684,val_2684
2685,val_2685
2686,val_2686
2687,val_2687
2688,val_2688
2689,val_2689
2690,val_2690
2691,val_2691
2692,val_2692
2693,val_2693
2694,val_2694
2695,val_2695
2696,val_2696
2697,val_2697
2698,val_2698
2699,val_2699
2700,val_2700
2701,val_2701
2702,val_2702
2703,val_2703
2704,val_2704
2705,val_2705
2706,val_2706
2707,val_2707
2708,val_2708
2709,val_2709
2710,val_2710
2711,val_2711
2712,val_2712
2713,val_2713
2714,val_2714
2715,val_2715
2716,val_2716
2717,val_2717
2718,val_2718
2719,val_2719
2720,val_2720
2721,val_2721
2722,val_2722
2723,val_2723
2724,val_2724
2725,val_2725
2726,val_2726
2727,val_2727
2728,val_2728
2729,val_2729
2730,val_2730
2731,val_2731
2732,val_2732
2733,val_2733
2734,val_2734
2735,val_2735
2736,val_2736
2737,val_2737
2738,val_2738
2739,val_2739
2740,val_2740
2741,val_2741
2742,val_2742
2743,val_2743
2744,val_2744
2745,val_2745
2746,val_2746
2747,val_2747
2748,val_2748
2749,val_2749
2750,val_2750
2751,val_2751
2752,val_2752
2753,val_2753
2754,val_2754
2755,val_2755
2756,val_2756
2757,val_2757
2758,val_2758
2759,val_2759
2760,val_2760
2761,val_2761
2762,val_2762
2763,val_2763
2764,val_2764
2765,val_2765
2766,val_2766
2767,val_2767
2768,val_2768
2769,val_2769
2770,val_2770
2771,val_2771
2772,val_2772
2773,val_2773
2774,val_2774
2775,val_2775
2776,val_2776
2777,val_2777
2778,val_2778
2779,val_2779
2780,val_2780
2781,val_2781
2782,val_2782
2783,val_2783
2784,val_2784
2785,val_2785
2786,val_2786
2787,val_2787
2788,val_2788
2789,val_2789
2790,val_2790
2791,val_2791
2792,val_2792
2793,val_2793
2794,val_2794
2795,val_2795
2796,val_2796
2797,val_2797
2798,val_2798
2799,val_2799
2800,val_2800
2801,val_2801
2802,val_2802
2803,val_2803
2804,val_2804
2805,val_2805
2806,val_2806
2807,val_2807
2808,val_2808
2809,val_2809
2810,val_2810
2811,val_2811
2812,val_2812
2813,val_2813
2814,val_2814
2815,val_2815
2816,val_2816
2817,val_2817
2818,val_2818
2819,val_2819
2820,val_2820
2821,val_2821
2822,val_2822
2823,val_2823
2824,val_2824
2825,val_2825
2826,val_2826
2827,val_2827
2828,val_2828
2829,val_2829
2830,val_2830
2831,val_2831
2832,val_2832
2833,val_2833
2834,val_2834
2835,val_2835
2836,val_2836
2837,val_2837
2838,val_2838
2839,val_2839
2840,val_2840
2841,val_2841
2842,val_2842
2843,val_2843
2844,val_2844
2845,val_2845
2846,val_2846
2847,val_2847
2848,val_2848
2849,val_2849
2850,val_2850
2851,val_2851
2852,val_2852
2853,val_2853
2854,val_2854
2855,val_2855
2856,val_2856
2857,val_2857
2858,val_2858
2859,val_2859
2860,val_2860
2861,val_2861
2862,val_2862
2863,val_2863
2864,val_2864
2865,val_2865
2866,val_2866
2867,val_2867
2868,val_2868
2869,val_2869
2870,val_2870
2871,val_2871
2872,val_2872
2873,val_2873
2874,val_2874
2875,val_2875
2876,val_2876
2877,val_2877
2878,val_2878
2879,val_2879
2880,val_2880
2881,val_2881
2882,val_2882
2883,val_2883
2884,val_2884
2885,val_2885
2886,val_2886
2887,val_2887
2888,val_2888
2889,val_2889
2890,val_2890
2891,val_2891
2892,val_2892
2893,val_2893
2894,val_2894
2895,val_2895
2896,val_2896
2897,val_2897
2898,val_2898
2899,val_2899
2900,val_2900
2901,val_2901
2902,val_2902
2903,val_2903
2904,val_2904
2905,val_2905
2906,val_2906
2907,val_2907
2908,val_2908
2909,val_2909
2910,val_2910
2911,val_2911
2912,val_2912
2913,val_2913
2914,val_2914
2915,val_2915
2916,val_2916
2917,val_2917
2918,val_2918
2919,val_2919
2920,val_2920
2921,val_2921
2922,val_2922
2923,val_2923
2924,val_2924
2925,val_2925
2926,val_2926
2927,val_2927
2928,val_2928
2929,val_2929
2930,val_2930
2931,val_2931
2932,val_2932
2933,val_2933
2934,val_2934
2935,val_2935
2936,val_2936
2937,val_2937
2938,val_2938
2939,val_2939
2940,val_2940
2941,val_2941
2942,val_2942
2943,val_2943
2944,val_2944
2945,val_2945
2946,val_2946
2947,val_2947
2948,val_2948
2949,val_2949
2950,val_2950
2951,val_2951
2952,val_2952
2953,val_2953
2954,val_2954
2955,val_2955
2956,val_2956
2957,val_2957
2958,val_2958
2959,val_2959
2960,val_2960
2961,val_2961
2962,val_2962
2963,val_2963
2964,val_2964
2965,val_2965
2966,val_2966
2967,val_2967
2968,val_2968
2969,val_2969
2970,val_2970
2971,val_2971
2972,val_2972
2973,val_2973
2974,val_2974
2975,val_2975
2976,val_2976
2977,val_2977
2978,val_2978
2979,val_2979
2980,val_2980
2981,val_2981
2982,val_2982
2983,val_2983
2984,val_2984
2985,val_2985
2986,val_2986
2987,val_2987
2988,val_2988
2989,val_2989
2990,val_2990
2991,val_2991
2992,val_2992
2993,val_2993
2994,val_2994
2995,val_2995
2996,val_2996
2997,val_2997
2998,val_2998
2999,val_2999
3000,val_3000
3001,val_3001
3002,val_3002
3003,val_3003
3004,val_3004
3005,val_3005
3006,val_3006
3007,val_3007
3008,val_3008
3009,val_3009
3010,val_3010
3011,val_3011
3012,val_3012
3013,val_3013
3014,val_3014
3015,val_3015
3016,val_3016
3017,val_3017
3018,val_3018
3019,val_3019
3020,val_3020
3021,val_3021
3022,val_3022
3023,val_3023
3024,val_3024
3025,val_3025
3026,val_3026
3027,val_3027
3028,val_3028
3029,val_3029
3030,val_3030
3031,val_3031
3032,val_3032
3033,val_3033
3034,val_3034
3035,val_3035
3036,val_3036
3037,val_3037
3038,val_3038
3039,val_3039
3040,val_3040
3041,val_3041
3042,val_3042
3043,val_3043
3044,val_3044
3045,val_3045
3046,val_3046
3047,val_3047
3048,val_3048
3049,val_3049
3050,val_3050
3051,val_3051
3052,val_3052
3053,val_3053
3054,val_3054
3055,val_3055
3056,val_3056
3057,val_3057
3058,val_3058
3059,val_3059
3060,val_3060
3061,val_3061
3062,val_3062
3063,val_3063
3064,val_3064
3065,val_3065
3066,val_3066
3067,val_3067
3068,val_3068
3069,val_3069
3070,val_3070
3071,val_3071
3072,val_3072
3073,val_3073
3074,val_3074
3075,val_3075
3076,val_3076
3077,val_3077
3078,val_3078
3079,val_3079
3080,val_3080
3081,val_3081
3082,val_3082
3083,val_3083
3084,val_3084
3085,val_3085
3086,val_3086
3087,val_3087
3088,val_3088
3089,val_3089
3090,val_3090
3091,val_3091
3092,val_3092
3093,val_3093
3094,val_3094
3095,val_3095
3096,val_3096
3097,val_3097
3098,val_3098
3099,val_3099
3100,val_3100
3101,val_3101
3102,val_3102
3103,val_3103
3104,val_3104
3105,val_3105
3106,val_3106
3107,val_3107
3108,val_3108
3109,val_3109
3110,val_3110
3111,val_3111
3112,val_3112
3113,val_3113
3114,val_3114
3115,val_3115
3116,val_3116
3117,val_3117
3118,val_3118
3119,val_3119
3120,val_3120
3121,val_3121
3122,val_3122
3123,val_3123
3124,val_3124
3125,val_3125
3126,val_3126
3127,val_3127
3128,val_3128
3129,val_3129
3130,val_3130
3131,val_3131
3132,val_3132
3133,val_3133
3134,val_3134
3135,val_3135
3136,val_3136
3137,val_3137
3138,val_3138
3139,val_3139
3140,val_3140
3141,val_3141
3142,val_3142
3143,val_3143
3144,val_3144
3145,val_3145
3146,val_3146
3147,val_3147
3148,val_3148
3149,val_3149
3150,val_3150
3151,val_3151
3152,val_3152
3153,val_3153
3154,val_3154
3155,val_3155
3156,val_3156
3157,val_3157
3158,val_3158
3159,val_3159
3160,val_3160
3161,val_3161
3162,val_3162
3163,val_3163
3164,val_3164
3165,val_3165
3166,val_3166
3167,val_3167
3168,val_3168
3169,val_3169
3170,val_3170
3171,val_3171
3172,val_3172
3173,val_3173
3174,val_3174
3175,val_3175
3176,val_3176
3177,val_3177
3178,val_3178
3179,val_3179
3180,val_3180
3181,val_3181
3182,val_3182
3183,val_3183
3184,val_3184
3185,val_3185
3186,val_3186
3187,val_3187
3188,val_3188
3189,val_3189
3190,val_3190
3191,val_3191
3192,val_3192
3193,val_3193
3194,val_3194
3195,val_3195
3196,val_3196
3197,val_3197
3198,val_3198
3199,val_3199
3200,val_3200
3201,val_3201
3202,val_3202
3203,val_3203
3204,val_3204
3205,val_3205
3206,val_3206
3207,val_3207
3208,val_3208
3209,val_3209
3210,val_3210
3211,val_3211
3212,val_3212
3213,val_3213
3214,val_3214
3215,val_3215
3216,val_3216
3217,val_3217
3218,val_3218
3219,val_3219
3220,val_3220
3221,val_3221
3222,val_3222
3223,val_3223
3224,val_3224
3225,val_3225
3226,val_3226
3227,val_3227
3228,val_3228
3229,val_3229
3230,val_3230
3231,val_3231
3232,val_3232
3233,val_3233
3234,val_3234
3235,val_3235
3236,val_3236
3237,val_3237
3238,val_3238
3239,val_3239
3240,val_3240
3241,val_3241
3242,val_3242
3243,val_3243
3244,val_3244
3245,val_3245
3246,val_3246
3247,val_3247
3248,val_3248
3249,val_3249
3250,val_3250
3251,val_3251
3252,val_3252
3253,val_3253
3254,val_3254
3255,val_3255
3256,val_3256
3257,val_3257
3258,val_3258
3259,val_3259
3260,val_3260
3261,val_3261
3262,val_3262
3263,val_3263
3264,val_3264
3265,val_3265
3266,val_3266
3267,val_3267
3268,val_3268
3269,val_3269
3270,val_3270
3271,val_3271
3272,val_3272
3273,val_3273
3274,val_3274
3275,val_3275
3276,val_3276
3277,val_3277
3278,val_3278
3279,val_3279
3280,val_3280
3281,val_3281
3282,val_3282
3283,val_3283
3284,val_3284
3285,val_3285
3286,val_3286
3287,val_3287
3288,val_3288
3289,val_3289
3290,val_3290
3291,val_3291
3292,val_3292
3293,val_3293
3294,val_3294
3295,val_3295
3296,val_3296
3297,val_3297
3298,val_3298
3299,val_3299
3300,val_3300
3301,val_3301
3302,val_3302
3303,val_3303
3304,val_3304
3305,val_3305
3306,val_3306
3307,val_3307
3308,val_3308
3309,val_3309
3310,val_3310
3311,val_3311
3312,val_3312
3313,val_3313
3314,val_3314
3315,val_3315
3316,val_3316
3317,val_3317
3318,val_3318
3319,val_3319
3320,val_3320
3321,val_3321
3322,val_3322
3323,val_3323
3324,val_3324
3325,val_3325
3326,val_3326
3327,val_3327
3328,val_3328
3329,val_3329
3330,val_3330
3331,val_3331
3332,val_3332
3333,val_3333
3334,val_3334
3335,val_3335
3336,val_3336
3337,val_3337
3338,val_3338
3339,val_3339
3340,val_3340
3341,val_3341
3342,val_3342
3343,val_3343
3344,val_3344
3345,val_3345
3346,val_3346
3347,val_3347
3348,val_3348
3349,val_3349
3350,val_3350
3351,val_3351
3352,val_3352
3353,val_3353
3354,val_3354
3355,val_3355
3356,val_3356
3357,val_3357
3358,val_3358
3359,val_3359
3360,val_3360
3361,val_3361
3362,val_3362
3363,val_3363
3364,val_3364
3365,val_3365
3366,val_3366
3367,val_3367
3368,val_3368
3369,val_3369
3370,val_3370
3371,val_3371
3372,val_3372
3373,val_3373
3374,val_3374
3375,val_3375
3376,val_3376
3377,val_3377
3378,val_3378
3379,val_3379
3380,val_3380
3381,val_3381
3382,val_3382
3383,val_3383
3384,val_3384
3385,val_3385
3386,val_3386
3387,val_3387
3388,val_3388
3389,val_3389
3390,val_3390
3391,val_3391
3392,val_3392
3393,val_3393
3394,val_3394
3395,val_3395
3396,val_3396
3397,val_3397
3398,val_3398
3399,val_3399
3400,val_3400
3401,val_3401
3402,val_3402
3403,val_3403
3404,val_3404
3405,val_3405
3406,val_3406
3407,val_3407
3408,val_3408
3409,val_3409
3410,val_3410
3411,val_3411
3412,val_3412
3413,val_3413
3414,val_3414
3415,val_3415
3416,val_3416
3417,val_3417
3418,val_3418
3419,val_3419
3420,val_3420
3421,val_3421
3422,val_3422
3423,val_3423
3424,val_3424
3425,val_3425
3426,val_3426
3427,val_3427
3428,val_3428
3429,val_3429
3430,val_3430
3431,val_3431
3432,val_3432
3433,val_3433
3434,val_3434
3435,val_3435
3436,val_3436
3437,val_3437
3438,val_3438
3439,val_3439
3440,val_3440
3441,val_3441
3442,val_3442
3443,val_3443
3444,val_3444
3445,val_3445
3446,val_3446
3447,val_3447
3448,val_3448
3449,val_3449
3450,val_3450
3451,val_3451
3452,val_3452
3453,val_3453
3454,val_3454
3455,val_3455
3456,val_3456
3457,val_3457
3458,val_3458
3459,val_3459
3460,val_3460
3461,val_3461
3462,val_3462
3463,val_3463
3464,val_3464
3465,val_3465
3466,val_3466
3467,val_3467
3468,val_3468
3469,val_3469
3470,val_3470
3471,val_3471
3472,val_3472
3473,val_3473
3474,val_3474
3475,val_3475
3476,val_3476
3477,val_3477
3478,val_3478
3479,val_3479
3480,val_3480
3481,val_3481
3482,val_3482
3483,val_3483
3484,val_3484
3485,val_3485
3486,val_3486
3487,val_3487
3488,val_3488
3489,val_3489
3490,val_3490
3491,val_3491
3492,val_3492
3493,val_3493
3494,val_3494
3495,val_3495
3496,val_3496
3497,val_3497
3498,val_3498
3499,val_3499
3500,val_3500
3501,val_3501
3502,val_3502
3503,val_3503
3504,val_3504
3505,val_3505
3506,val_3506
3507,val_3507
3508,val_3508
3509,val_3509
3510,val_3510
3511,val_3511
3512,val_3512
3513,val_3513
3514,val_3514
3515,val_3515
3516,val_3516
3517,val_3517
3518,val_3518
3519,val_3519
3520,val_3520
3521,val_3521
3522,val_3522
3523,val_3523
3524,val_3524
3525,val_3525
3526,val_3526
3527,val_3527
3528,val_3528
3529,val_3529
3530,val_3530
3531,val_3531
3532,val_3532
3533,val_3533
3534,val_3534
3535,val_3535
3536,val_3536
3537,val_3537
3538,val_3538
3539,val_3539
3540,val_3540
3541,val_3541
3542,val_3542
3543,val_3543
3544,val_3544
3545,val_3545
3546,val_3546
3547,val_3547
3548,val_3548
3549,val_3549
3550,val_3550
3551,val_3551
3552,val_3552
3553,val_3553
3554,val_3554
3555,val_3555
3556,val_3556
3557,val_3557
3558,val_3558
3559,val_3559
3560,val_3560
3561,val_3561
3562,val_3562
3563,val_3563
3564,val_3564
3565,val_3565
3566,val_3566
3567,val_3567
3568,val_3568
3569,val_3569
3570,val_3570
3571,val_3571
3572,val_3572
3573,val_3573
3574,val_3574
3575,val_3575
3576,val_3576
3577,val_3577
3578,val_3578
3579,val_3579
3580,val_3580
3581,val_3581
3582,val_3582
3583,val_3583
3584,val_3584
3585,val_3585
3586,val_3586
3587,val_3587
3588,val_3588
3589,val_3589
3590,val_3590
3591,val_3591
3592,val_3592
3593,val_3593
3594,val_3594
3595,val_3595
3596,val_3596
3597,val_3597
3598,val_3598
3599,val_3599
3600,val_3600
3601,val_3601
3602,val_3602
3603,val_3603
3604,val_3604
3605,val_3605
3606,val_3606
3607,val_3607
3608,val_3608
3609,val_3609
3610,val_3610
3611,val_3611
3612,val_3612
3613,val_3613
3614,val_3614
3615,val_3615
3616,val_3616
3617,val_3617
3618,val_3618
3619,val_3619
3620,val_3620
3621,val_3621
3622,val_3622
3623,val_3623
3624,val_3624
3625,val_3625
3626,val_3626
3627,val_3627
3628,val_3628
3629,val_3629
3630,val_3630
3631,val_3631
3632,val_3632
3633,val_3633
3634,val_3634
3635,val_3635
3636,val_3636
3637,val_3637
3638,val_3638
3639,val_3639
3640,val_3640
3641,val_3641
3642,val_3642
3643,val_3643
3644,val_3644
3645,val_3645
3646,val_3646
3647,val_3647
3648,val_3648
3649,val_3649
3650,val_3650
3651,val_3651
3652,val_3652
3653,val_3653
3654,val_3654
3655,val_3655
3656,val_3656
3657,val_3657
3658,val_3658
3659,val_3659
3660,val_3660
3661,val_3661
3662,val_3662
3663,val_3663
3664,val_3664
3665,val_3665
3666,val_3666
3667,val_3667
3668,val_3668
3669,val_3669
3670,val_3670
3671,val_3671
3672,val_3672
3673,val_3673
3674,val_3674
3675,val_3675
3676,val_3676
3677,val_3677
3678,val_3678
3679,val_3679
3680,val_3680
3681,val_3681
3682,val_3682
3683,val_3683
3684,val_3684
3685,val_3685
3686,val_3686
3687,val_3687
3688,val_3688
3689,val_3689
3690,val_3690
3691,val_3691
3692,val_3692
3693,val_3693
3694,val_3694
3695,val_3695
3696,val_3696
3697,val_3697
3698,val_3698
3699,val_3699
3700,val_3700
3701,val_3701
3702,val_3702
3703,val_3703
3704,val_3704
3705,val_3705
3706,val_3706
3707,val_3707
3708,val_3708
3709,val_3709
3710,val_3710
3711,val_3711
3712,val_3712
3713,val_3713
3714,val_3714
3715,val_3715
3716,val_3716
3717,val_3717
3718,val_3718
3719,val_3719
3720,val_3720
3721,val_3721
3722,val_3722
3723,val_3723
3724,val_3724
3725,val_3725
3726,val_3726
3727,val_3727
3728,val_3728
3729,val_3729
3730,val_3730
3731,val_3731
3732,val_3732
3733,val_3733
3734,val_3734
3735,val_3735
3736,val_3736
3737,val_3737
3738,val_3738
3739,val_3739
3740,val_3740
3741,val_3741
3742,val_3742
3743,val_3743
3744,val_3744
3745,val_3745
3746,val_3746
3747,val_3747
